Key,ShortName
1|NS|D-6|m|6.NS.6b,1|NS|D-6|m|6 NS 6b
1|NS|D-6|m|6.NS.6c,1|NS|D-6|m|6 NS 6c
1|NS|D-6|m|6.NS.7a,1|NS|D-6|m|6 NS 7a
1|NS|D-6|m|6.NS.7b,1|NS|D-6|m|6 NS 7b
1|NS|D-6|m|6.NS.7c,1|NS|D-6|m|6 NS 7c
1|NS|D-6|m|6.NS.7d,1|NS|D-6|m|6 NS 7d
1|NS|D-6|m|6.NS.8,1|NS|D-6|m|6 NS 8
1|OA|A-1|na|1.OA.1,1|OA|A-1|na|1 OA 1
1|OA|A-1|na|1.OA.2,1|OA|A-1|na|1 OA 2
1|OA|A-2|m|2.OA.1,1|OA|A-2|m|2 OA 1
1|OA|A-3|m|3.OA.1,1|OA|A-3|m|3 OA 1
1|OA|A-3|m|3.OA.2,1|OA|A-3|m|3 OA 2
1|OA|A-3|m|3.OA.3,1|OA|A-3|m|3 OA 3
1|OA|A-3|m|3.OA.4,1|OA|A-3|m|3 OA 4
1|OA|A-4|m|4.OA.1,1|OA|A-4|m|4 OA 1
1|OA|A-4|m|4.OA.2,1|OA|A-4|m|4 OA 2
1|OA|A-4|m|4.OA.3,1|OA|A-4|m|4 OA 3
1|OA|A-5|a/s|5.OA.1,1|OA|A-5|a/s|5 OA 1
1|OA|A-5|a/s|5.OA.2,1|OA|A-5|a/s|5 OA 2
1|OA|B-1|na|1.OA.3,1|OA|B-1|na|1 OA 3
1|OA|B-1|na|1.OA.4,1|OA|B-1|na|1 OA 4
1|OA|B-2|m|2.OA.2,1|OA|B-2|m|2 OA 2
1|OA|B-3|m|3.OA.5,1|OA|B-3|m|3 OA 5
1|OA|B-3|m|3.OA.6,1|OA|B-3|m|3 OA 6
1|OA|B-4|a/s|4.OA.4,1|OA|B-4|a/s|4 OA 4
1|OA|B-5|a/s|5.OA.3,1|OA|B-5|a/s|5 OA 3
1|OA|C-1|na|1.OA.5,1|OA|C-1|na|1 OA 5
1|OA|C-1|na|1.OA.6,1|OA|C-1|na|1 OA 6
1|OA|C-2|m|2.OA.3,1|OA|C-2|m|2 OA 3
1|OA|C-2|m|2.OA.4,1|OA|C-2|m|2 OA 4
1|OA|C-3|m|3.OA.7,1|OA|C-3|m|3 OA 7
1|OA|C-4|a/s|4.OA.5,1|OA|C-4|a/s|4 OA 5
1|OA|D-1|na|1.OA.7,1|OA|D-1|na|1 OA 7
1|OA|D-1|na|1.OA.8,1|OA|D-1|na|1 OA 8
1|OA|D-3|m|3.OA.8,1|OA|D-3|m|3 OA 8
1|OA|D-3|m|3.OA.9,1|OA|D-3|m|3 OA 9
1|OA|D-KG|na|K.OA.1,1|OA|D-KG|na|K OA 1
1|OA|D-KG|na|K.OA.2,1|OA|D-KG|na|K OA 2
1|OA|D-KG|na|K.OA.3,1|OA|D-KG|na|K OA 3
1|OA|D-KG|na|K.OA.4,1|OA|D-KG|na|K OA 4
1|OA|D-KG|na|K.OA.5,1|OA|D-KG|na|K OA 5
1|RP|A-6|m|6.RP.1,1|RP|A-6|m|6 RP 1
1|RP|A-6|m|6.RP.2,1|RP|A-6|m|6 RP 2
1|RP|A-6|m|6.RP.3a,1|RP|A-6|m|6 RP 3a
1|RP|A-6|m|6.RP.3b,1|RP|A-6|m|6 RP 3b
1|RP|A-6|m|6.RP.3c,1|RP|A-6|m|6 RP 3c
1|RP|A-6|m|6.RP.3d,1|RP|A-6|m|6 RP 3d
1|RP|A-7|m|7.RP.1,1|RP|A-7|m|7 RP 1
1|RP|A-7|m|7.RP.2a,1|RP|A-7|m|7 RP 2a
1|RP|A-7|m|7.RP.2b,1|RP|A-7|m|7 RP 2b
1|RP|A-7|m|7.RP.2c,1|RP|A-7|m|7 RP 2c
1|RP|A-7|m|7.RP.2d,1|RP|A-7|m|7 RP 2d
1|RP|A-7|m|7.RP.3,1|RP|A-7|m|7 RP 3
1|S-CP|X|a/s|S-CP.1,1|S-CP|X|a/s|S-CP 1
1|S-CP|X|a/s|S-CP.2,1|S-CP|X|a/s|S-CP 2
1|S-CP|X|a/s|S-CP.3,1|S-CP|X|a/s|S-CP 3
1|S-CP|X|a/s|S-CP.4,1|S-CP|X|a/s|S-CP 4
1|S-CP|X|a/s|S-CP.5,1|S-CP|X|a/s|S-CP 5
1|S-CP|XX|a/s|S-CP.6,1|S-CP|XX|a/s|S-CP 6
1|S-CP|XX|a/s|S-CP.7,1|S-CP|XX|a/s|S-CP 7
1|S-CP|XX|a/s|S-CP.8,1|S-CP|XX|a/s|S-CP 8
1|S-CP|XX|a/s|S-CP.9,1|S-CP|XX|a/s|S-CP 9
1|S-IC|X|a/s|S-IC.1,1|S-IC|X|a/s|S-IC 1
1|S-IC|X|a/s|S-IC.2,1|S-IC|X|a/s|S-IC 2
1|S-IC|XX|a/s|S-IC.3,1|S-IC|XX|a/s|S-IC 3
1|S-IC|XX|a/s|S-IC.4,1|S-IC|XX|a/s|S-IC 4
1|S-IC|XX|a/s|S-IC.5,1|S-IC|XX|a/s|S-IC 5
1|S-IC|XX|a/s|S-IC.6,1|S-IC|XX|a/s|S-IC 6
1|S-ID|Q|m|S-ID.1,1|S-ID|Q|m|S-ID 1
1|S-ID|Q|m|S-ID.2,1|S-ID|Q|m|S-ID 2
1|S-ID|Q|m|S-ID.3,1|S-ID|Q|m|S-ID 3
1|S-ID|Q|m|S-ID.4,1|S-ID|Q|m|S-ID 4
1|S-ID|X|a/s|S-ID.5,1|S-ID|X|a/s|S-ID 5
1|S-ID|X|a/s|S-ID.6a,1|S-ID|X|a/s|S-ID 6a
1|S-ID|X|a/s|S-ID.6b,1|S-ID|X|a/s|S-ID 6b
1|S-ID|X|a/s|S-ID.6c,1|S-ID|X|a/s|S-ID 6c
1|S-ID|XX|a/s|S-ID.7,1|S-ID|XX|a/s|S-ID 7
1|S-ID|XX|a/s|S-ID.8,1|S-ID|XX|a/s|S-ID 8
1|S-ID|XX|a/s|S-ID.9,1|S-ID|XX|a/s|S-ID 9
1|S-MD|X|a/s|S-MD.1,1|S-MD|X|a/s|S-MD 1
1|S-MD|X|a/s|S-MD.2,1|S-MD|X|a/s|S-MD 2
1|S-MD|X|a/s|S-MD.3,1|S-MD|X|a/s|S-MD 3
1|S-MD|X|a/s|S-MD.4,1|S-MD|X|a/s|S-MD 4
1|S-MD|XX|a/s|S-MD.5a,1|S-MD|XX|a/s|S-MD 5a
1|S-MD|XX|a/s|S-MD.5b,1|S-MD|XX|a/s|S-MD 5b
1|S-MD|XX|a/s|S-MD.6,1|S-MD|XX|a/s|S-MD 6
1|S-MD|XX|a/s|S-MD.7,1|S-MD|XX|a/s|S-MD 7
1|SP|G-7|a/s|7.SP.1,1|SP|G-7|a/s|7 SP 1
1|SP|G-7|a/s|7.SP.2,1|SP|G-7|a/s|7 SP 2
1|SP|H-7|a/s|7.SP.3,1|SP|H-7|a/s|7 SP 3
1|SP|H-7|a/s|7.SP.4,1|SP|H-7|a/s|7 SP 4
1|SP|I-6|a/s|6.SP.1,1|SP|I-6|a/s|6 SP 1
1|SP|I-6|a/s|6.SP.2,1|SP|I-6|a/s|6 SP 2
1|SP|I-6|a/s|6.SP.3,1|SP|I-6|a/s|6 SP 3
1|SP|I-7|a/s|7.SP.5,1|SP|I-7|a/s|7 SP 5
1|SP|I-7|a/s|7.SP.6,1|SP|I-7|a/s|7 SP 6
1|SP|I-7|a/s|7.SP.7a,1|SP|I-7|a/s|7 SP 7a
1|SP|I-7|a/s|7.SP.7b,1|SP|I-7|a/s|7 SP 7b
1|SP|I-7|a/s|7.SP.8a,1|SP|I-7|a/s|7 SP 8a
1|SP|I-7|a/s|7.SP.8b,1|SP|I-7|a/s|7 SP 8b
1|SP|I-7|a/s|7.SP.8c,1|SP|I-7|a/s|7 SP 8c
1|SP|J-6|a/s|6.SP.4,1|SP|J-6|a/s|6 SP 4
1|SP|J-6|a/s|6.SP.5a,1|SP|J-6|a/s|6 SP 5a
1|SP|J-6|a/s|6.SP.5b,1|SP|J-6|a/s|6 SP 5b
1|SP|J-6|a/s|6.SP.5c,1|SP|J-6|a/s|6 SP 5c
1|SP|J-6|a/s|6.SP.5d,1|SP|J-6|a/s|6 SP 5d
1|SP|J-8|a/s|8.SP.1,1|SP|J-8|a/s|8 SP 1
1|SP|J-8|a/s|8.SP.2,1|SP|J-8|a/s|8 SP 2
1|SP|J-8|a/s|8.SP.3,1|SP|J-8|a/s|8 SP 3
1|SP|J-8|a/s|8.SP.4,1|SP|J-8|a/s|8 SP 4
2|A-APR|A|NA|NA,2|A-APR|A|NA|NA
2|A-APR|B|NA|NA,2|A-APR|B|NA|NA
2|A-APR|C|NA|NA,2|A-APR|C|NA|NA
2|A-APR|D|NA|NA,2|A-APR|D|NA|NA
2|A-CED|A|NA|NA,2|A-CED|A|NA|NA
2|A-CED|B|NA|NA,2|A-CED|B|NA|NA
2|A-CED|C|NA|NA,2|A-CED|C|NA|NA
2|A-CED|D|NA|NA,2|A-CED|D|NA|NA
2|A-REI|A|NA|NA,2|A-REI|A|NA|NA
2|A-REI|B|NA|NA,2|A-REI|B|NA|NA
2|A-REI|C|NA|NA,2|A-REI|C|NA|NA
2|A-REI|D|NA|NA,2|A-REI|D|NA|NA
2|A-SSE|A|NA|NA,2|A-SSE|A|NA|NA
2|A-SSE|B|NA|NA,2|A-SSE|B|NA|NA
2|A-SSE|C|NA|NA,2|A-SSE|C|NA|NA
2|A-SSE|D|NA|NA,2|A-SSE|D|NA|NA
2|CC|A|NA|NA,2|CC|A|NA|NA
2|CC|B|NA|NA,2|CC|B|NA|NA
2|CC|C|NA|NA,2|CC|C|NA|NA
2|CC|D|NA|NA,2|CC|D|NA|NA
2|EE|A|NA|NA,2|EE|A|NA|NA
2|EE|B|NA|NA,2|EE|B|NA|NA
2|EE|C|NA|NA,2|EE|C|NA|NA
2|EE|D|NA|NA,2|EE|D|NA|NA
2|F-BF|A|NA|NA,2|F-BF|A|NA|NA
2|F-BF|B|NA|NA,2|F-BF|B|NA|NA
2|F-BF|C|NA|NA,2|F-BF|C|NA|NA
2|F-BF|D|NA|NA,2|F-BF|D|NA|NA
2|F-IF|A|NA|NA,2|F-IF|A|NA|NA
2|F-IF|B|NA|NA,2|F-IF|B|NA|NA
2|F-IF|C|NA|NA,2|F-IF|C|NA|NA
2|F-IF|D|NA|NA,2|F-IF|D|NA|NA
2|F-LE|A|NA|NA,2|F-LE|A|NA|NA
2|F-LE|B|NA|NA,2|F-LE|B|NA|NA
2|F-LE|C|NA|NA,2|F-LE|C|NA|NA
2|F-LE|D|NA|NA,2|F-LE|D|NA|NA
2|F-TF|A|NA|NA,2|F-TF|A|NA|NA
2|F-TF|B|NA|NA,2|F-TF|B|NA|NA
2|F-TF|C|NA|NA,2|F-TF|C|NA|NA
2|F-TF|D|NA|NA,2|F-TF|D|NA|NA
2|F|A|NA|NA,2|F|A|NA|NA
2|F|B|NA|NA,2|F|B|NA|NA
2|F|C|NA|NA,2|F|C|NA|NA
2|F|D|NA|NA,2|F|D|NA|NA
2|G-C|A|NA|NA,2|G-C|A|NA|NA
2|G-C|B|NA|NA,2|G-C|B|NA|NA
2|G-C|C|NA|NA,2|G-C|C|NA|NA
2|G-C|D|NA|NA,2|G-C|D|NA|NA
2|G-CO|A|NA|NA,2|G-CO|A|NA|NA
2|G-CO|B|NA|NA,2|G-CO|B|NA|NA
2|G-CO|C|NA|NA,2|G-CO|C|NA|NA
2|G-CO|D|NA|NA,2|G-CO|D|NA|NA
2|G-GMD|A|NA|NA,2|G-GMD|A|NA|NA
2|G-GMD|B|NA|NA,2|G-GMD|B|NA|NA
2|G-GMD|C|NA|NA,2|G-GMD|C|NA|NA
2|G-GMD|D|NA|NA,2|G-GMD|D|NA|NA
2|G-GPE|A|NA|NA,2|G-GPE|A|NA|NA
2|G-GPE|B|NA|NA,2|G-GPE|B|NA|NA
2|G-GPE|C|NA|NA,2|G-GPE|C|NA|NA
2|G-GPE|D|NA|NA,2|G-GPE|D|NA|NA
2|G-MG|A|NA|NA,2|G-MG|A|NA|NA
2|G-MG|B|NA|NA,2|G-MG|B|NA|NA
2|G-MG|C|NA|NA,2|G-MG|C|NA|NA
2|G-MG|D|NA|NA,2|G-MG|D|NA|NA
2|G-SRT|A|NA|NA,2|G-SRT|A|NA|NA
2|G-SRT|B|NA|NA,2|G-SRT|B|NA|NA
2|G-SRT|C|NA|NA,2|G-SRT|C|NA|NA
2|G-SRT|D|NA|NA,2|G-SRT|D|NA|NA
2|G|A|NA|NA,2|G|A|NA|NA
2|G|B|NA|NA,2|G|B|NA|NA
2|G|C|NA|NA,2|G|C|NA|NA
2|G|D|NA|NA,2|G|D|NA|NA
2|MD|A|NA|NA,2|MD|A|NA|NA
2|MD|B|NA|NA,2|MD|B|NA|NA
2|MD|C|NA|NA,2|MD|C|NA|NA
2|MD|D|NA|NA,2|MD|D|NA|NA
2|N-CN|A|NA|NA,2|N-CN|A|NA|NA
2|N-CN|B|NA|NA,2|N-CN|B|NA|NA
2|N-CN|C|NA|NA,2|N-CN|C|NA|NA
2|N-CN|D|NA|NA,2|N-CN|D|NA|NA
2|N-Q|A|NA|NA,2|N-Q|A|NA|NA
2|N-Q|B|NA|NA,2|N-Q|B|NA|NA
2|N-Q|C|NA|NA,2|N-Q|C|NA|NA
2|N-Q|D|NA|NA,2|N-Q|D|NA|NA
2|N-RN|A|NA|NA,2|N-RN|A|NA|NA
2|N-RN|B|NA|NA,2|N-RN|B|NA|NA
2|N-RN|C|NA|NA,2|N-RN|C|NA|NA
2|N-RN|D|NA|NA,2|N-RN|D|NA|NA
2|N-VM|A|NA|NA,2|N-VM|A|NA|NA
2|N-VM|B|NA|NA,2|N-VM|B|NA|NA
2|N-VM|C|NA|NA,2|N-VM|C|NA|NA
2|N-VM|D|NA|NA,2|N-VM|D|NA|NA
2|NBT|A|NA|NA,2|NBT|A|NA|NA
2|NBT|B|NA|NA,2|NBT|B|NA|NA
2|NBT|C|NA|NA,2|NBT|C|NA|NA
2|NBT|D|NA|NA,2|NBT|D|NA|NA
2|NF|A|NA|NA,2|NF|A|NA|NA
2|NF|B|NA|NA,2|NF|B|NA|NA
2|NF|C|NA|NA,2|NF|C|NA|NA
2|NF|D|NA|NA,2|NF|D|NA|NA
2|NS|A|NA|NA,2|NS|A|NA|NA
2|NS|B|NA|NA,2|NS|B|NA|NA
2|NS|C|NA|NA,2|NS|C|NA|NA
2|NS|D|NA|NA,2|NS|D|NA|NA
2|OA|A|NA|NA,2|OA|A|NA|NA
2|OA|B|NA|NA,2|OA|B|NA|NA
2|OA|C|NA|NA,2|OA|C|NA|NA
2|OA|D|NA|NA,2|OA|D|NA|NA
2|RP|A|NA|NA,2|RP|A|NA|NA
2|RP|B|NA|NA,2|RP|B|NA|NA
2|RP|C|NA|NA,2|RP|C|NA|NA
2|RP|D|NA|NA,2|RP|D|NA|NA
2|S-CP|A|NA|NA,2|S-CP|A|NA|NA
2|S-CP|B|NA|NA,2|S-CP|B|NA|NA
2|S-CP|C|NA|NA,2|S-CP|C|NA|NA
2|S-CP|D|NA|NA,2|S-CP|D|NA|NA
2|S-IC|A|NA|NA,2|S-IC|A|NA|NA
2|S-IC|B|NA|NA,2|S-IC|B|NA|NA
2|S-IC|C|NA|NA,2|S-IC|C|NA|NA
2|S-IC|D|NA|NA,2|S-IC|D|NA|NA
2|S-ID|A|NA|NA,2|S-ID|A|NA|NA
2|S-ID|B|NA|NA,2|S-ID|B|NA|NA
2|S-ID|C|NA|NA,2|S-ID|C|NA|NA
2|S-ID|D|NA|NA,2|S-ID|D|NA|NA
2|S-MD|A|NA|NA,2|S-MD|A|NA|NA
2|S-MD|B|NA|NA,2|S-MD|B|NA|NA
2|S-MD|C|NA|NA,2|S-MD|C|NA|NA
2|S-MD|D|NA|NA,2|S-MD|D|NA|NA
2|SP|A|NA|NA,2|SP|A|NA|NA
2|SP|B|NA|NA,2|SP|B|NA|NA
2|SP|C|NA|NA,2|SP|C|NA|NA
2|SP|D|NA|NA,2|SP|D|NA|NA
3|A-APR|A|NA|NA,3|A-APR|A|NA|NA
3|A-APR|B|NA|NA,3|A-APR|B|NA|NA
3|A-APR|C|NA|NA,3|A-APR|C|NA|NA
3|A-APR|D|NA|NA,3|A-APR|D|NA|NA
3|A-APR|E|NA|NA,3|A-APR|E|NA|NA
3|A-APR|F|NA|NA,3|A-APR|F|NA|NA
3|A-APR|G|NA|NA,3|A-APR|G|NA|NA
3|A-CED|A|NA|NA,3|A-CED|A|NA|NA
3|A-CED|B|NA|NA,3|A-CED|B|NA|NA
3|A-CED|C|NA|NA,3|A-CED|C|NA|NA
3|A-CED|D|NA|NA,3|A-CED|D|NA|NA
3|A-CED|E|NA|NA,3|A-CED|E|NA|NA
3|A-CED|F|NA|NA,3|A-CED|F|NA|NA
3|A-CED|G|NA|NA,3|A-CED|G|NA|NA
3|A-REI|A|NA|NA,3|A-REI|A|NA|NA
3|A-REI|B|NA|NA,3|A-REI|B|NA|NA
3|A-REI|C|NA|NA,3|A-REI|C|NA|NA
3|A-REI|D|NA|NA,3|A-REI|D|NA|NA
3|A-REI|E|NA|NA,3|A-REI|E|NA|NA
3|A-REI|F|NA|NA,3|A-REI|F|NA|NA
3|A-REI|G|NA|NA,3|A-REI|G|NA|NA
3|A-SSE|A|NA|NA,3|A-SSE|A|NA|NA
3|A-SSE|B|NA|NA,3|A-SSE|B|NA|NA
3|A-SSE|C|NA|NA,3|A-SSE|C|NA|NA
3|A-SSE|D|NA|NA,3|A-SSE|D|NA|NA
3|A-SSE|E|NA|NA,3|A-SSE|E|NA|NA
3|A-SSE|F|NA|NA,3|A-SSE|F|NA|NA
3|A-SSE|G|NA|NA,3|A-SSE|G|NA|NA
3|CC|A|NA|NA,3|CC|A|NA|NA
3|CC|B|NA|NA,3|CC|B|NA|NA
3|CC|C|NA|NA,3|CC|C|NA|NA
3|CC|D|NA|NA,3|CC|D|NA|NA
3|CC|E|NA|NA,3|CC|E|NA|NA
3|CC|F|NA|NA,3|CC|F|NA|NA
3|CC|G|NA|NA,3|CC|G|NA|NA
3|EE|A|NA|NA,3|EE|A|NA|NA
3|EE|B|NA|NA,3|EE|B|NA|NA
3|EE|C|NA|NA,3|EE|C|NA|NA
3|EE|D|NA|NA,3|EE|D|NA|NA
3|EE|E|NA|NA,3|EE|E|NA|NA
3|EE|F|NA|NA,3|EE|F|NA|NA
3|EE|G|NA|NA,3|EE|G|NA|NA
3|F-BF|A|NA|NA,3|F-BF|A|NA|NA
3|F-BF|B|NA|NA,3|F-BF|B|NA|NA
3|F-BF|C|NA|NA,3|F-BF|C|NA|NA
3|F-BF|D|NA|NA,3|F-BF|D|NA|NA
3|F-BF|E|NA|NA,3|F-BF|E|NA|NA
3|F-BF|F|NA|NA,3|F-BF|F|NA|NA
3|F-BF|G|NA|NA,3|F-BF|G|NA|NA
3|F-IF|A|NA|NA,3|F-IF|A|NA|NA
3|F-IF|B|NA|NA,3|F-IF|B|NA|NA
3|F-IF|C|NA|NA,3|F-IF|C|NA|NA
3|F-IF|D|NA|NA,3|F-IF|D|NA|NA
3|F-IF|E|NA|NA,3|F-IF|E|NA|NA
3|F-IF|F|NA|NA,3|F-IF|F|NA|NA
3|F-IF|G|NA|NA,3|F-IF|G|NA|NA
3|F-LE|A|NA|NA,3|F-LE|A|NA|NA
3|F-LE|B|NA|NA,3|F-LE|B|NA|NA
3|F-LE|C|NA|NA,3|F-LE|C|NA|NA
3|F-LE|D|NA|NA,3|F-LE|D|NA|NA
3|F-LE|E|NA|NA,3|F-LE|E|NA|NA
3|F-LE|F|NA|NA,3|F-LE|F|NA|NA
3|F-LE|G|NA|NA,3|F-LE|G|NA|NA
3|F-TF|A|NA|NA,3|F-TF|A|NA|NA
3|F-TF|B|NA|NA,3|F-TF|B|NA|NA
3|F-TF|C|NA|NA,3|F-TF|C|NA|NA
3|F-TF|D|NA|NA,3|F-TF|D|NA|NA
3|F-TF|E|NA|NA,3|F-TF|E|NA|NA
3|F-TF|F|NA|NA,3|F-TF|F|NA|NA
3|F-TF|G|NA|NA,3|F-TF|G|NA|NA
3|F|A|NA|NA,3|F|A|NA|NA
3|F|B|NA|NA,3|F|B|NA|NA
3|F|C|NA|NA,3|F|C|NA|NA
3|F|D|NA|NA,3|F|D|NA|NA
3|F|E|NA|NA,3|F|E|NA|NA
3|F|F|NA|NA,3|F|F|NA|NA
3|F|G|NA|NA,3|F|G|NA|NA
3|G-C|A|NA|NA,3|G-C|A|NA|NA
3|G-C|B|NA|NA,3|G-C|B|NA|NA
3|G-C|C|NA|NA,3|G-C|C|NA|NA
3|G-C|D|NA|NA,3|G-C|D|NA|NA
3|G-C|E|NA|NA,3|G-C|E|NA|NA
3|G-C|F|NA|NA,3|G-C|F|NA|NA
3|G-C|G|NA|NA,3|G-C|G|NA|NA
3|G-CO|A|NA|NA,3|G-CO|A|NA|NA
3|G-CO|B|NA|NA,3|G-CO|B|NA|NA
3|G-CO|C|NA|NA,3|G-CO|C|NA|NA
3|G-CO|D|NA|NA,3|G-CO|D|NA|NA
3|G-CO|E|NA|NA,3|G-CO|E|NA|NA
3|G-CO|F|NA|NA,3|G-CO|F|NA|NA
3|G-CO|G|NA|NA,3|G-CO|G|NA|NA
3|G-GMD|A|NA|NA,3|G-GMD|A|NA|NA
3|G-GMD|B|NA|NA,3|G-GMD|B|NA|NA
3|G-GMD|C|NA|NA,3|G-GMD|C|NA|NA
3|G-GMD|D|NA|NA,3|G-GMD|D|NA|NA
3|G-GMD|E|NA|NA,3|G-GMD|E|NA|NA
3|G-GMD|F|NA|NA,3|G-GMD|F|NA|NA
3|G-GMD|G|NA|NA,3|G-GMD|G|NA|NA
3|G-GPE|A|NA|NA,3|G-GPE|A|NA|NA
3|G-GPE|B|NA|NA,3|G-GPE|B|NA|NA
3|G-GPE|C|NA|NA,3|G-GPE|C|NA|NA
3|G-GPE|D|NA|NA,3|G-GPE|D|NA|NA
3|G-GPE|E|NA|NA,3|G-GPE|E|NA|NA
3|G-GPE|F|NA|NA,3|G-GPE|F|NA|NA
3|G-GPE|G|NA|NA,3|G-GPE|G|NA|NA
3|G-MG|A|NA|NA,3|G-MG|A|NA|NA
3|G-MG|B|NA|NA,3|G-MG|B|NA|NA
3|G-MG|C|NA|NA,3|G-MG|C|NA|NA
3|G-MG|D|NA|NA,3|G-MG|D|NA|NA
3|G-MG|E|NA|NA,3|G-MG|E|NA|NA
3|G-MG|F|NA|NA,3|G-MG|F|NA|NA
3|G-MG|G|NA|NA,3|G-MG|G|NA|NA
3|G-SRT|A|NA|NA,3|G-SRT|A|NA|NA
3|G-SRT|B|NA|NA,3|G-SRT|B|NA|NA
3|G-SRT|C|NA|NA,3|G-SRT|C|NA|NA
3|G-SRT|D|NA|NA,3|G-SRT|D|NA|NA
3|G-SRT|E|NA|NA,3|G-SRT|E|NA|NA
3|G-SRT|F|NA|NA,3|G-SRT|F|NA|NA
3|G-SRT|G|NA|NA,3|G-SRT|G|NA|NA
3|G|A|NA|NA,3|G|A|NA|NA
3|G|B|NA|NA,3|G|B|NA|NA
3|G|C|NA|NA,3|G|C|NA|NA
3|G|D|NA|NA,3|G|D|NA|NA
3|G|E|NA|NA,3|G|E|NA|NA
3|G|F|NA|NA,3|G|F|NA|NA
3|G|G|NA|NA,3|G|G|NA|NA
3|MD|A|NA|NA,3|MD|A|NA|NA
3|MD|B|NA|NA,3|MD|B|NA|NA
3|MD|C|NA|NA,3|MD|C|NA|NA
3|MD|D|NA|NA,3|MD|D|NA|NA
3|MD|E|NA|NA,3|MD|E|NA|NA
3|MD|F|NA|NA,3|MD|F|NA|NA
3|MD|G|NA|NA,3|MD|G|NA|NA
3|N-CN|A|NA|NA,3|N-CN|A|NA|NA
3|N-CN|B|NA|NA,3|N-CN|B|NA|NA
3|N-CN|C|NA|NA,3|N-CN|C|NA|NA
3|N-CN|D|NA|NA,3|N-CN|D|NA|NA
3|N-CN|E|NA|NA,3|N-CN|E|NA|NA
3|N-CN|F|NA|NA,3|N-CN|F|NA|NA
3|N-CN|G|NA|NA,3|N-CN|G|NA|NA
3|N-Q|A|NA|NA,3|N-Q|A|NA|NA
3|N-Q|B|NA|NA,3|N-Q|B|NA|NA
3|N-Q|C|NA|NA,3|N-Q|C|NA|NA
3|N-Q|D|NA|NA,3|N-Q|D|NA|NA
3|N-Q|E|NA|NA,3|N-Q|E|NA|NA
3|N-Q|F|NA|NA,3|N-Q|F|NA|NA
3|N-Q|G|NA|NA,3|N-Q|G|NA|NA
3|N-RN|A|NA|NA,3|N-RN|A|NA|NA
3|N-RN|B|NA|NA,3|N-RN|B|NA|NA
3|N-RN|C|NA|NA,3|N-RN|C|NA|NA
3|N-RN|D|NA|NA,3|N-RN|D|NA|NA
3|N-RN|E|NA|NA,3|N-RN|E|NA|NA
3|N-RN|F|NA|NA,3|N-RN|F|NA|NA
3|N-RN|G|NA|NA,3|N-RN|G|NA|NA
3|N-VM|A|NA|NA,3|N-VM|A|NA|NA
3|N-VM|B|NA|NA,3|N-VM|B|NA|NA
3|N-VM|C|NA|NA,3|N-VM|C|NA|NA
3|N-VM|D|NA|NA,3|N-VM|D|NA|NA
3|N-VM|E|NA|NA,3|N-VM|E|NA|NA
3|N-VM|F|NA|NA,3|N-VM|F|NA|NA
3|N-VM|G|NA|NA,3|N-VM|G|NA|NA
3|NBT|A|NA|NA,3|NBT|A|NA|NA
3|NBT|B|NA|NA,3|NBT|B|NA|NA
3|NBT|C|NA|NA,3|NBT|C|NA|NA
3|NBT|D|NA|NA,3|NBT|D|NA|NA
3|NBT|E|NA|NA,3|NBT|E|NA|NA
3|NBT|F|NA|NA,3|NBT|F|NA|NA
3|NBT|G|NA|NA,3|NBT|G|NA|NA
3|NF|A|NA|NA,3|NF|A|NA|NA
3|NF|B|NA|NA,3|NF|B|NA|NA
3|NF|C|NA|NA,3|NF|C|NA|NA
3|NF|D|NA|NA,3|NF|D|NA|NA
3|NF|E|NA|NA,3|NF|E|NA|NA
3|NF|F|NA|NA,3|NF|F|NA|NA
3|NF|G|NA|NA,3|NF|G|NA|NA
3|NS|A|NA|NA,3|NS|A|NA|NA
3|NS|B|NA|NA,3|NS|B|NA|NA
3|NS|C|NA|NA,3|NS|C|NA|NA
3|NS|D|NA|NA,3|NS|D|NA|NA
3|NS|E|NA|NA,3|NS|E|NA|NA
3|NS|F|NA|NA,3|NS|F|NA|NA
3|NS|G|NA|NA,3|NS|G|NA|NA
3|OA|A|NA|NA,3|OA|A|NA|NA
3|OA|B|NA|NA,3|OA|B|NA|NA
3|OA|C|NA|NA,3|OA|C|NA|NA
3|OA|D|NA|NA,3|OA|D|NA|NA
3|OA|E|NA|NA,3|OA|E|NA|NA
3|OA|F|NA|NA,3|OA|F|NA|NA
3|OA|G|NA|NA,3|OA|G|NA|NA
3|RP|A|NA|NA,3|RP|A|NA|NA
3|RP|B|NA|NA,3|RP|B|NA|NA
3|RP|C|NA|NA,3|RP|C|NA|NA
3|RP|D|NA|NA,3|RP|D|NA|NA
3|RP|E|NA|NA,3|RP|E|NA|NA
3|RP|F|NA|NA,3|RP|F|NA|NA
3|RP|G|NA|NA,3|RP|G|NA|NA
3|S-CP|A|NA|NA,3|S-CP|A|NA|NA
3|S-CP|B|NA|NA,3|S-CP|B|NA|NA
3|S-CP|C|NA|NA,3|S-CP|C|NA|NA
3|S-CP|D|NA|NA,3|S-CP|D|NA|NA
3|S-CP|E|NA|NA,3|S-CP|E|NA|NA
3|S-CP|F|NA|NA,3|S-CP|F|NA|NA
3|S-CP|G|NA|NA,3|S-CP|G|NA|NA
3|S-IC|A|NA|NA,3|S-IC|A|NA|NA
3|S-IC|B|NA|NA,3|S-IC|B|NA|NA
